,Equal Weight,Trad. MVO,ML-Enhanced MVO (rank±5%),Black-Litterman,HRP,CCBN-only Benchmark,ML-MVO Raw μ (ablation)
2022-02-03,0.9675939888171852,0.9458343231405412,0.9456208384458666,0.9387524145016621,0.9891500845579231,0.9682310034142263,0.9556437583197341
2022-02-04,0.971579506705638,0.9580798731614693,0.9579318209822861,0.9503045170726002,0.99277924197059,0.9904084974040425,0.9729225210024247
2022-02-07,0.9712611233380728,0.9572412061278985,0.9571984129576293,0.9500631550640849,0.9922147664067439,0.9854064236532469,0.9739176607047392
2022-02-08,0.9787085718204446,0.9646988672255662,0.9645419540310166,0.9582914377814381,0.9928902488950334,0.9873752683115211,0.9751891186921201
2022-02-09,0.9772874944596545,0.9621655971611041,0.9621227751033237,0.95710559828646,0.9911508807878915,0.9878990152929358,0.9757730987301406
2022-02-10,0.9840355562159359,0.9685127606089938,0.9684976517378721,0.9640524941370225,0.9944227414081183,0.9902515453608127,0.9814643124703272
2022-02-11,0.9834160978399231,0.9695965865924409,0.9695328493836602,0.9655628168692014,0.9940125833870307,0.98890551893841,0.9790384693993177
2022-02-14,0.9758933257950294,0.964757567473444,0.9646802090234474,0.9604344973839974,0.990424347760579,0.987659261030634,0.9742512983334753
2022-02-15,0.975601128777515,0.9651515289324671,0.9651107268741012,0.9605467600857458,0.989130953514541,0.99029613844181,0.9770797027594933
2022-02-16,0.9797540895135298,0.9585891096884301,0.9583821374967109,0.9524935010538436,0.992212062364481,0.9690208280224825,0.9641605407888834
2022-02-17,0.9764725966375094,0.9578827278979788,0.9577422897809716,0.952816925771507,0.9883544093791643,0.9712347103037328,0.9647107759085437
2022-02-18,0.9793066919483618,0.968188830466346,0.9679857021905154,0.9614293374705646,0.9928271113226567,0.989857138633122,0.9763042504577238
